Gender,AreaCode,City,State,Zip,MaritalStatus,HasChild,Salary,Rate,SingleExemp,MarriedExemp,ChildExemp
M,ac515,SAINT_ANTHONY,IA,zip50239,M,N,85000,8.98,0,80,0
M,ac205,CHAPMAN,AL,zip36015,S,Y,85000,5.0,1500,0,300
M,ac870,FULTON,AR,zip71838,M,N,60000,7.0,0,40,0
F,ac660,KANSAS_CITY,MO,zip64168,M,Y,75000,6.0,0,4200,1200
F,ac308,SAINT_EDWARD,NE,zip68660,S,Y,95000,6.84,103,0,103
M,ac240,SANDY_SPRING,MD,zip20860,M,N,50000,4.75,0,4800,0
F,ac401,PROVIDENCE,RI,zip2918,M,Y,30000,0.0,0,0,0
F,ac775,WASHOE_VALLEY,NV,zip89704,M,N,60000,0.0,0,0,0
F,ac434,MC_LEAN,VA,zip22108,M,Y,5000,2.5357144,0,1800,900
F,ac330,FARMERSVILLE,OH,zip45325,M,N,90000,3.533564,0,2600,0
M,ac907,ANCHORAGE,AK,zip99511,M,N,15000,0.0,0,0,0
M,ac904,SAINT_AUGUSTINE,FL,zip32086,M,Y,5000,0.0,0,0,0
M,ac757,KING_AND_QUEEN_COURT_HOUSE,VA,zip23085,M,N,100000,5.75,0,1800,0
M,ac775,NORTH_LAS_VEGAS,NV,zip89033,S,N,15000,0.0,0,0,0
F,ac304,CHARLESTON,WV,zip25392,M,Y,30000,4.4,0,4000,2000
F,ac574,INDIANAPOLIS,IN,zip46205,S,Y,50000,3.4,1000,0,1000
M,ac217,CLAYTONVILLE,IL,zip60926,M,Y,25000,3.0,0,4000,2000
F,ac505,CORDOVA,NM,zip87523,S,Y,45000,5.3,3300,0,3300
M,ac808,HONOLULU,HI,zip96801,M,N,95000,8.25,0,2080,0
F,ac302,WILMINGTON,DE,zip19885,M,Y,20000,3.2227273,0,220,110
F,ac501,CHIDESTER,AR,zip71726,M,Y,10000,2.5778654,0,40,20
F,ac540,CASCADE,VA,zip24069,M,N,95000,5.75,0,1800,0
F,ac972,ROUND_TOP,TX,zip78954,M,N,50000,0.0,0,0,0
F,ac408,DOUGLAS_FLAT,CA,zip95229,M,N,90000,9.3,0,174,0
M,ac662,STEENS,MS,zip39766,M,Y,40000,5.0,0,12000,1500
M,ac860,TOLLAND,CT,zip6084,M,N,60000,5.0,0,24500,0
F,ac970,GREEN_MOUNTAIN_FALLS,CO,zip80819,S,Y,70000,4.63,0,0,0
F,ac520,PHOENIX,AZ,zip85033,S,N,90000,4.11,2100,0,0
F,ac660,SKIDMORE,MO,zip64487,S,Y,35000,6.0,2100,0,1200
F,ac828,OTTO,NC,zip28763,M,Y,70000,7.201049,0,6600,3300
M,ac260,WINDFALL,IN,zip46076,S,Y,50000,3.4,1000,0,1000
M,ac256,BIRMINGHAM,AL,zip35278,M,Y,20000,5.0,0,3000,300
M,ac912,POWDER_SPRINGS,GA,zip30127,S,Y,90000,6.0,2700,0,3000
F,ac623,PHOENIX,AZ,zip85096,S,Y,55000,3.5674999,2100,0,2300
F,ac808,EWA_BEACH,HI,zip96706,S,N,60000,8.25,1040,0,0
M,ac603,RYE,NH,zip3870,M,Y,35000,0.0,0,0,0
F,ac319,UNION,IA,zip50258,S,N,20000,3.2516527,40,0,0
M,ac804,ROANOKE,VA,zip24027,S,N,10000,3.875,900,0,0
M,ac702,NORTH_LAS_VEGAS,NV,zip89033,S,Y,90000,0.0,0,0,0
F,ac901,NASHVILLE,TN,zip37204,S,N,80000,0.0,0,0,0
M,ac304,GAP_MILLS,WV,zip24941,S,Y,60000,6.5,2000,0,2000
F,ac207,WALLAGRASS,ME,zip4781,M,N,35000,8.5,0,5700,0
M,ac843,BEAUFORT,SC,zip29901,M,Y,70000,7.0,0,6600,3300
M,ac906,DANSVILLE,MI,zip48819,S,Y,100000,3.9,3100,0,3100
F,ac202,WASHINGTON,DC,zip20235,S,N,50000,9.0,1370,0,0
M,ac201,OXFORD,NJ,zip7863,M,Y,80000,2.34625,0,2000,1500
F,ac201,HOLMDEL,NJ,zip7733,M,N,70000,2.1885417,0,2000,0
F,ac308,VALPARAISO,NE,zip68065,M,Y,85000,6.84,0,206,103
M,ac732,BELVIDERE,NJ,zip7823,S,Y,30000,1.5577083,1000,0,1500
M,ac801,HEBER_CITY,UT,zip84032,S,N,55000,7.0,2475,0,0
F,ac614,COLUMBUS,OH,zip43212,M,Y,100000,3.8655128,0,2600,1300
M,ac802,CUTTINGSVILLE,VT,zip5738,M,Y,70000,4.397808,0,6600,3300
F,ac801,OGDEN,UT,zip84412,M,Y,25000,7.0,0,4950,2475
F,ac207,SPRINGFIELD,ME,zip4487,S,Y,25000,8.5,2850,0,2850
M,ac302,FRANKFORD,DE,zip19945,S,Y,40000,4.586364,110,0,110
M,ac551,BROADWAY,NJ,zip8808,M,Y,30000,1.5577083,0,2000,1500
M,ac406,DEER_LODGE,MT,zip59722,S,N,30000,6.9,1900,0,0
M,ac608,LA_POINTE,WI,zip54850,S,N,20000,4.7939067,700,0,0
F,ac769,LUCEDALE,MS,zip39452,M,N,30000,5.0,0,12000,0
F,ac208,COEUR_D_ALENE,ID,zip83815,S,Y,20000,6.948391,3300,0,3300
F,ac775,GABBS,NV,zip89409,S,N,30000,0.0,0,0,0
M,ac781,NEW_BEDFORD,MA,zip2742,M,N,15000,5.3,0,7150,0
M,ac219,HYMERA,IN,zip47855,S,Y,60000,3.4,1000,0,1000
M,ac307,BYRON,WY,zip82412,S,N,10000,0.0,0,0,0
F,ac989,DETROIT,MI,zip48209,S,Y,75000,3.9,3100,0,3100
F,ac308,WAVERLY,NE,zip68462,M,N,100000,6.84,0,206,0
M,ac856,JERSEY_CITY,NJ,zip7395,S,N,10000,1.4,1000,0,0
M,ac508,SOMERSET,MA,zip2725,S,N,75000,5.3,3575,0,0
M,ac878,GARNET_VALLEY,PA,zip19060,S,Y,90000,3.07,0,0,0
F,ac302,DOVER_AFB,DE,zip19902,S,N,65000,5.95,110,0,0
M,ac479,DOLPH,AR,zip72528,M,N,15000,3.773037,0,40,0
F,ac787,SAN_JUAN,PR,zip901,M,Y,80000,0.0,0,0,0
M,ac907,SHISHMAREF,AK,zip99772,M,Y,45000,0.0,0,0,0
F,ac602,TEMPE,AZ,zip85280,M,Y,25000,3.1025,0,4200,2300
M,ac484,ERIE,PA,zip16533,M,N,20000,3.07,0,0,0
F,ac814,COCHRANTON,PA,zip16314,M,N,25000,3.07,0,0,0
F,ac701,SAINT_THOMAS,ND,zip58276,S,N,90000,2.7990127,3300,0,0
M,ac240,POTOMAC,MD,zip20859,M,N,35000,4.75,0,4800,0
M,ac520,PHOENIX,AZ,zip85040,M,N,55000,3.5674999,0,4200,0
M,ac918,BARTLESVILLE,OK,zip74006,M,Y,55000,6.25,0,2000,1000
M,ac620,OXFORD,KS,zip67119,M,Y,40000,6.45,0,4500,2250
F,ac702,DAYTON,NV,zip89403,S,Y,45000,0.0,0,0,0
M,ac971,GRAND_RONDE,OR,zip97347,M,Y,5000,7.4102564,0,318,159
F,ac856,PARK_RIDGE,NJ,zip7656,M,N,65000,2.1096876,0,2000,0
M,ac719,HARTMAN,CO,zip81043,M,N,80000,4.63,0,0,0
M,ac432,ABERNATHY,TX,zip79311,S,Y,15000,0.0,0,0,0
F,ac907,ANCHORAGE,AK,zip99514,M,N,90000,0.0,0,0,0
M,ac830,HOUSTON,TX,zip77244,M,N,100000,0.0,0,0,0
F,ac787,QUEBRADILLAS,PR,zip678,S,N,55000,0.0,0,0,0
F,ac307,NATRONA,WY,zip82646,S,N,15000,0.0,0,0,0
M,ac337,WATERPROOF,LA,zip71375,S,Y,15000,2.8,4500,0,1000
M,ac702,RENO,NV,zip89506,M,Y,10000,0.0,0,0,0
F,ac630,MERNA,IL,zip61758,M,N,50000,3.0,0,4000,0
M,ac412,PITTSBURGH,PA,zip15215,M,N,25000,3.07,0,0,0
F,ac402,LINCOLN,NE,zip68520,M,N,75000,6.84,0,206,0
M,ac219,NEW_MARKET,IN,zip47965,S,Y,30000,3.4,1000,0,1000
M,ac971,AGNESS,OR,zip97406,S,Y,85000,9.0,159,0,159
F,ac978,SAGAMORE_BEACH,MA,zip2562,S,Y,80000,5.3,3575,0,1000
F,ac641,CINCINNATI,IA,zip52549,S,N,75000,8.98,40,0,0
M,ac802,STARKSBORO,VT,zip5487,S,Y,75000,4.497285400000001,3300,0,3300
M,ac623,SAN_LUIS,AZ,zip85349,S,Y,75000,3.8775,2100,0,2300
M,ac913,CHASE,KS,zip67524,M,Y,60000,6.45,0,4500,2250
M,ac219,INDIANAPOLIS,IN,zip46241,M,Y,90000,3.4,0,2000,1000
M,ac406,PRYOR,MT,zip59066,S,N,80000,6.9,1900,0,0
M,ac563,DES_MOINES,IA,zip50396,S,N,70000,8.98,40,0,0
F,ac939,SAN_JUAN,PR,zip908,M,Y,65000,0.0,0,0,0
M,ac717,NEW_CASTLE,PA,zip16105,M,Y,90000,3.07,0,0,0
F,ac562,PORTOLA,CA,zip96122,M,Y,100000,9.3,0,174,272
F,ac205,SAINT_ELMO,AL,zip36568,M,Y,5000,5.0,0,3000,300
M,ac601,LAKESHORE,MS,zip39558,M,Y,80000,5.0,0,12000,1500
M,ac251,HOLY_TRINITY,AL,zip36859,S,Y,35000,5.0,1500,0,300
F,ac907,TYONEK,AK,zip99682,M,N,95000,0.0,0,0,0
F,ac720,FRANKTOWN,CO,zip80116,M,N,55000,4.63,0,0,0
M,ac432,MIDLAND,TX,zip79710,M,Y,15000,0.0,0,0,0
F,ac406,JORDAN,MT,zip59337,M,N,70000,6.9,0,3800,0
M,ac507,LENGBY,MN,zip56651,S,Y,5000,5.35,3300,0,3300
M,ac605,GETTYSBURG,SD,zip57442,S,Y,25000,0.0,0,0,0
M,ac505,ALBUQUERQUE,NM,zip87196,M,Y,10000,3.2428572,0,6600,3300
M,ac308,PHILLIPS,NE,zip68865,M,N,70000,6.84,0,206,0
F,ac406,CLYDE_PARK,MT,zip59018,M,Y,10000,4.916379,0,3800,1900
F,ac337,HESTER,LA,zip70743,M,N,25000,6.0,0,9000,0
M,ac941,COPELAND,FL,zip34137,M,Y,25000,0.0,0,0,0
M,ac609,SPOTSWOOD,NJ,zip8884,M,Y,90000,2.5039582,0,2000,1500
F,ac202,WASHINGTON,DC,zip20394,S,Y,25000,7.875,1370,0,1370
F,ac785,HOYT,KS,zip66440,S,Y,95000,6.45,2250,0,2250
F,ac931,HORNSBY,TN,zip38044,M,N,90000,0.0,0,0,0
F,ac907,BARROW,AK,zip99723,S,Y,25000,0.0,0,0,0
M,ac605,GOODWIN,SD,zip57238,M,Y,20000,0.0,0,0,0
M,ac931,TRIMBLE,TN,zip38259,S,Y,15000,0.0,0,0,0
F,ac208,DINGLE,ID,zip83233,S,Y,30000,7.8,3300,0,3300
F,ac785,GREEN,KS,zip67447,S,Y,90000,6.45,2250,0,2250
M,ac785,TOPEKA,KS,zip66652,S,N,90000,6.45,2250,0,0
M,ac307,CHEYENNE,WY,zip82001,M,N,25000,0.0,0,0,0
M,ac320,MINNEAPOLIS,MN,zip55420,M,Y,95000,7.85,0,6600,3300
M,ac978,LEEDS,MA,zip1053,M,N,60000,5.3,0,7150,0
M,ac224,WOOD_DALE,IL,zip60191,M,Y,55000,3.0,0,4000,2000
M,ac719,U_S_A_F_ACADEMY,CO,zip80841,S,N,80000,4.63,0,0,0
M,ac304,DAILEY,WV,zip26259,M,N,25000,4.05,0,4000,0
F,ac602,TUCSON,AZ,zip85710,S,Y,90000,4.11,2100,0,2300
F,ac203,EAST_CANAAN,CT,zip6024,M,N,45000,5.0,0,24500,0
F,ac314,CANALOU,MO,zip63828,M,Y,60000,6.0,0,4200,1200
F,ac304,RAYSAL,WV,zip24879,S,Y,95000,6.5,2000,0,2000
M,ac304,HARMAN,WV,zip26270,S,Y,60000,6.5,2000,0,2000
F,ac229,MARIETTA,GA,zip30063,M,N,75000,6.0,0,5400,0
M,ac864,ANDERSON,SC,zip29623,S,Y,100000,7.0,3300,0,3300
M,ac865,CHATTANOOGA,TN,zip37419,M,Y,15000,0.0,0,0,0
F,ac808,HONOLULU,HI,zip96815,S,N,45000,8.25,1040,0,0
M,ac240,HUGHESVILLE,MD,zip20637,S,N,85000,4.75,2400,0,0
F,ac308,WAUSA,NE,zip68786,S,Y,95000,6.84,103,0,103
M,ac386,TAMPA,FL,zip33629,S,Y,40000,0.0,0,0,0
M,ac301,PORT_TOBACCO,MD,zip20677,M,N,45000,4.75,0,4800,0
M,ac208,MURRAY,ID,zip83874,S,N,30000,7.8,3300,0,0
F,ac323,LITTLE_RIVER,CA,zip95456,S,N,90000,9.3,87,0,0
M,ac908,WINSLOW,NJ,zip8095,M,Y,90000,2.5039582,0,2000,1500
M,ac405,THACKERVILLE,OK,zip73459,M,Y,45000,6.25,0,2000,1000
F,ac816,JEFFERSON_CITY,MO,zip65111,S,Y,70000,6.0,2100,0,1200
M,ac812,DYER,IN,zip46311,S,Y,70000,3.4,1000,0,1000
F,ac805,TEMECULA,CA,zip92593,S,Y,5000,1.0,87,0,272
F,ac248,PENTWATER,MI,zip49449,S,N,100000,3.9,3100,0,0
M,ac605,SIOUX_FALLS,SD,zip57194,M,Y,100000,0.0,0,0,0
M,ac936,EL_PASO,TX,zip79923,S,N,45000,0.0,0,0,0
F,ac603,NORTH_SUTTON,NH,zip3260,M,N,90000,0.0,0,0,0
M,ac870,TRASKWOOD,AR,zip72167,M,N,15000,3.773037,0,40,0
M,ac763,TWIN_LAKES,MN,zip56089,S,N,30000,5.8564034000000005,3300,0,0
M,ac660,KANSAS_CITY,MO,zip64166,M,N,85000,6.0,0,4200,0
F,ac307,GLENROCK,WY,zip82637,M,N,80000,0.0,0,0,0
F,ac347,FARMERSVILLE_STATION,NY,zip14060,S,N,55000,4.272256,0,0,0
M,ac971,BAY_CITY,OR,zip97107,M,Y,20000,9.0,0,318,159
F,ac703,RICHARDSVILLE,VA,zip22736,S,Y,70000,5.75,900,0,900
F,ac541,MARCOLA,OR,zip97454,S,N,45000,9.0,159,0,0
M,ac515,ROCKWELL_CITY,IA,zip50579,M,N,55000,8.65488,0,80,0
M,ac505,TRUCHAS,NM,zip87578,M,Y,35000,5.3,0,6600,3300
M,ac931,GRIMSLEY,TN,zip38565,M,Y,25000,0.0,0,0,0
M,ac602,PHOENIX,AZ,zip85074,S,Y,50000,3.49,2100,0,2300
F,ac610,DELTA,PA,zip17314,S,Y,20000,3.07,0,0,0
M,ac971,GRANTS_PASS,OR,zip97528,S,Y,20000,9.0,159,0,159
M,ac614,WICKLIFFE,OH,zip44092,S,Y,45000,2.039795,1300,0,1300
F,ac775,MOUNTAIN_CITY,NV,zip89831,S,Y,85000,0.0,0,0,0
F,ac623,MESA,AZ,zip85205,S,Y,65000,3.7224998,2100,0,2300
F,ac615,LONE_MOUNTAIN,TN,zip37773,S,Y,80000,0.0,0,0,0
M,ac704,WAXHAW,NC,zip28173,M,Y,75000,7.305944,0,6600,3300
F,ac606,CALVERT_CITY,KY,zip42029,M,Y,30000,3.5,0,40,20
F,ac205,LOCUST_FORK,AL,zip35097,M,N,20000,5.0,0,3000,0
M,ac360,FORD,WA,zip99013,M,N,40000,0.0,0,0,0
F,ac859,HAWESVILLE,KY,zip42348,M,N,80000,6.0,0,40,0
M,ac918,OKLAHOMA_CITY,OK,zip73124,M,Y,45000,6.25,0,2000,1000
M,ac217,IROQUOIS,IL,zip60945,S,N,85000,3.0,2000,0,0
M,ac503,PORTLAND,OR,zip97219,M,Y,55000,9.0,0,318,159
M,ac860,ROCKY_HILL,CT,zip6067,S,Y,70000,5.0,12750,0,0
M,ac505,ALBUQUERQUE,NM,zip87184,M,Y,65000,5.3,0,6600,3300
M,ac308,MALCOLM,NE,zip68402,M,Y,35000,6.84,0,206,103
M,ac802,SHAFTSBURY,VT,zip5262,S,N,5000,3.6,3300,0,0
F,ac808,KANEOHE,HI,zip96744,S,N,75000,8.25,1040,0,0
M,ac928,AJO,AZ,zip85321,M,N,35000,3.2575,0,4200,0
M,ac307,WORLAND,WY,zip82401,M,N,75000,0.0,0,0,0
M,ac410,LAUREL,MD,zip20708,M,Y,70000,4.75,0,4800,2400
F,ac308,GREELEY,NE,zip68842,S,Y,5000,3.0217428,103,0,103
M,ac603,HAMPSTEAD,NH,zip3841,S,Y,85000,0.0,0,0,0
F,ac276,ETLAN,VA,zip22719,S,N,25000,5.75,900,0,0
F,ac580,VINSON,OK,zip73571,S,Y,65000,6.25,1000,0,1000
M,ac319,JOLLEY,IA,zip50551,S,Y,20000,3.2516527,40,0,40
F,ac325,WARING,TX,zip78074,M,Y,65000,0.0,0,0,0
M,ac870,HICKORY_RIDGE,AR,zip72347,M,N,5000,1.3826938999999998,0,40,0
M,ac304,FAIRMONT,WV,zip26555,M,Y,70000,6.5,0,4000,2000
M,ac858,WILMINGTON,CA,zip90748,M,N,75000,9.3,0,174,0
M,ac320,JENKINS,MN,zip56456,M,N,55000,7.190448299999999,0,6600,0
M,ac571,HAMILTON,VA,zip20159,S,N,65000,5.75,900,0,0
M,ac802,ROCHESTER,VT,zip5767,S,N,20000,3.6,3300,0,0
F,ac308,MC_COOL_JUNCTION,NE,zip68401,M,Y,75000,6.84,0,206,103
F,ac786,SARASOTA,FL,zip34232,S,Y,40000,0.0,0,0,0
F,ac435,SALT_LAKE_CITY,UT,zip84145,S,Y,60000,7.0,2475,0,2475
M,ac760,CLOVERDALE,CA,zip95425,M,N,45000,9.3,0,174,0
F,ac719,HUDSON,CO,zip80642,M,Y,100000,4.63,0,0,0
M,ac786,GULF_HAMMOCK,FL,zip32639,M,N,15000,0.0,0,0,0
M,ac801,SALT_LAKE_CITY,UT,zip84165,S,Y,65000,7.0,2475,0,2475
F,ac302,NEWARK,DE,zip19716,M,N,90000,5.95,0,220,0
F,ac202,WASHINGTON,DC,zip20572,M,Y,30000,9.0,0,2740,1370
F,ac865,NASHVILLE,TN,zip37201,M,N,15000,0.0,0,0,0
F,ac276,ARLINGTON,VA,zip22245,M,Y,50000,5.75,0,1800,900
F,ac920,COLBY,WI,zip54421,S,N,90000,6.010166000000001,700,0,0
M,ac732,WASHINGTON,NJ,zip7882,M,N,75000,2.267396,0,2000,0
M,ac605,HURON,SD,zip57399,S,N,35000,0.0,0,0,0
M,ac712,FARNHAMVILLE,IA,zip50538,S,N,70000,8.98,40,0,0
M,ac947,PORTAGE,MI,zip49002,S,Y,75000,3.9,3100,0,3100
F,ac504,MONROE,LA,zip71209,S,Y,20000,4.4,4500,0,1000
F,ac513,HARLEM_SPRINGS,OH,zip44631,S,N,10000,0.8779744,1300,0,0
M,ac410,FAIRPLAY,MD,zip21733,M,N,10000,4.75,0,4800,0
F,ac603,LOUDON,NH,zip3307,S,Y,45000,0.0,0,0,0
F,ac724,CROYDON,PA,zip19021,M,Y,65000,3.07,0,0,0
M,ac406,ANTELOPE,MT,zip59211,M,Y,75000,6.9,0,3800,1900
F,ac740,TOLEDO,OH,zip43659,S,Y,15000,1.0439488,1300,0,1300
F,ac830,ENCINAL,TX,zip78019,S,Y,100000,0.0,0,0,0
M,ac435,NORTH_SALT_LAKE,UT,zip84054,S,N,5000,7.0,2475,0,0
F,ac205,MARION_JUNCTION,AL,zip36759,S,Y,15000,5.0,1500,0,300
F,ac702,GABBS,NV,zip89409,S,Y,5000,0.0,0,0,0
F,ac307,ELK_MOUNTAIN,WY,zip82324,S,N,80000,0.0,0,0,0
M,ac920,ORFORDVILLE,WI,zip53576,S,N,100000,6.183918,700,0,0
M,ac605,GANN_VALLEY,SD,zip57341,S,N,25000,0.0,0,0,0
F,ac860,WEATOGUE,CT,zip6089,S,N,30000,5.0,12750,0,0
F,ac901,ALAMO,TN,zip38001,M,Y,35000,0.0,0,0,0
M,ac931,SPENCER,TN,zip38585,M,N,80000,0.0,0,0,0
M,ac252,CHARLOTTE,NC,zip28209,S,N,80000,7.410839,3300,0,0
M,ac808,KAPOLEI,HI,zip96709,S,N,25000,5.546053,1040,0,0
M,ac316,OPOLIS,KS,zip66760,M,Y,40000,6.45,0,4500,2250
F,ac304,SIMPSON,WV,zip26435,S,N,55000,6.1499996,2000,0,0
M,ac505,GRADY,NM,zip88120,M,N,40000,5.3,0,6600,0
F,ac845,SPEONK,NY,zip11972,S,Y,100000,4.5329266,0,0,1000
M,ac651,COMFREY,MN,zip56019,M,Y,90000,7.85,0,6600,3300
F,ac651,MINNEAPOLIS,MN,zip55424,M,Y,20000,5.35,0,6600,3300
F,ac308,BELLEVUE,NE,zip68123,S,Y,35000,6.84,103,0,103
M,ac406,MELSTONE,MT,zip59054,M,Y,55000,6.9,0,3800,1900
F,ac775,DEETH,NV,zip89823,S,N,70000,0.0,0,0,0
M,ac207,MONTICELLO,ME,zip4760,S,Y,15000,6.9580293000000015,2850,0,2850
M,ac860,WATERBURY,CT,zip6708,M,N,65000,5.0,0,24500,0
M,ac203,WESTPORT,CT,zip6881,M,N,90000,5.0,0,24500,0
F,ac202,WASHINGTON,DC,zip20265,M,Y,65000,9.0,0,2740,1370
F,ac770,ATLANTA,GA,zip30387,S,N,75000,6.0,2700,0,0
M,ac304,FARMINGTON,WV,zip26571,M,N,95000,6.5,0,4000,0
F,ac808,KALAHEO,HI,zip96741,M,Y,10000,2.8421054,0,2080,1040
M,ac913,KINCAID,KS,zip66039,S,Y,10000,3.5,2250,0,2250
F,ac505,PETACA,NM,zip87554,M,Y,60000,5.3,0,6600,3300
M,ac918,MOFFETT,OK,zip74946,S,N,65000,6.25,1000,0,0
F,ac769,WOODVILLE,MS,zip39669,S,N,80000,5.0,6000,0,0
F,ac580,SAPULPA,OK,zip74067,M,Y,50000,6.25,0,2000,1000
F,ac858,LOS_ANGELES,CA,zip90019,S,N,40000,8.951314,87,0,0
M,ac248,UTICA,MI,zip48315,M,Y,10000,3.9,0,6200,3100
F,ac720,COLORADO_SPRINGS,CO,zip80962,M,Y,20000,4.63,0,0,0
F,ac207,SOUTH_CHINA,ME,zip4358,M,N,85000,8.5,0,5700,0
M,ac505,ALAMOGORDO,NM,zip88311,S,N,50000,5.3,3300,0,0
M,ac207,PORTLAND,ME,zip4104,M,N,50000,8.5,0,5700,0
F,ac307,MOOSE,WY,zip83012,S,N,80000,0.0,0,0,0
M,ac971,EDDYVILLE,OR,zip97343,M,Y,80000,9.0,0,318,159
M,ac802,SHELDON_SPRINGS,VT,zip5485,S,N,90000,4.7957172,3300,0,0
F,ac802,BELVIDERE_CENTER,VT,zip5442,S,N,70000,4.397808,3300,0,0
M,ac757,THE_PLAINS,VA,zip20198,M,Y,20000,5.75,0,1800,900
F,ac228,BELMONT,MS,zip38827,M,N,100000,5.0,0,12000,0
F,ac269,MANCHESTER,MI,zip48158,S,Y,35000,3.9,3100,0,3100
F,ac307,ALTA,WY,zip83414,M,Y,15000,0.0,0,0,0
M,ac207,STRATTON,ME,zip4982,M,Y,90000,8.5,0,5700,2850
F,ac308,ALEXANDRIA,NE,zip68303,S,Y,75000,6.84,103,0,103
F,ac406,ASHLAND,MT,zip59004,S,N,50000,6.9,1900,0,0
M,ac808,MAKAWAO,HI,zip96768,M,N,70000,8.25,0,2080,0
M,ac615,LYNNVILLE,TN,zip38472,M,Y,45000,0.0,0,0,0
F,ac808,KAHULUI,HI,zip96732,M,Y,75000,8.25,0,2080,1040
F,ac401,PROVIDENCE,RI,zip2901,M,Y,75000,0.0,0,0,0
F,ac864,WILLISTON,SC,zip29853,M,N,100000,7.0,0,6600,0
M,ac515,CHESTER,IA,zip52134,M,Y,25000,4.0235424,0,80,40
M,ac732,TETERBORO,NJ,zip7699,S,Y,10000,1.4,1000,0,1500
F,ac276,FORT_LEE,VA,zip23801,S,N,50000,5.75,900,0,0
F,ac763,MINNEAPOLIS,MN,zip55447,M,Y,10000,5.35,0,6600,3300
F,ac201,NEW_LISBON,NJ,zip8064,S,N,70000,2.1885417,1000,0,0
F,ac808,WAIPAHU,HI,zip96797,S,N,95000,8.25,1040,0,0
M,ac513,BELPRE,OH,zip45714,S,N,70000,2.8696666,1300,0,0
M,ac732,NEW_BRUNSWICK,NJ,zip8906,S,N,45000,1.7942707999999998,1000,0,0
F,ac804,DISPUTANTA,VA,zip23842,M,N,45000,5.75,0,1800,0
M,ac785,ELWOOD,KS,zip66024,S,Y,70000,6.45,2250,0,2250
F,ac702,LAS_VEGAS,NV,zip89145,M,N,50000,0.0,0,0,0
F,ac205,RAGLAND,AL,zip35131,M,N,5000,5.0,0,3000,0
F,ac605,HAYES,SD,zip57537,M,N,60000,0.0,0,0,0
M,ac641,IRWIN,IA,zip51446,M,N,30000,4.795432,0,80,0
F,ac985,SHREVEPORT,LA,zip71101,M,Y,55000,6.0,0,9000,1000
M,ac208,FILER,ID,zip83328,M,Y,30000,7.8,0,6600,3300
M,ac206,LIND,WA,zip99341,S,Y,75000,0.0,0,0,0
M,ac808,PEARL_CITY,HI,zip96782,S,Y,5000,1.9407895,1040,0,1040
M,ac202,WASHINGTON,DC,zip20509,M,N,40000,9.0,0,2740,0
F,ac859,TRAM,KY,zip41663,S,Y,30000,3.5,20,0,20
M,ac907,STEBBINS,AK,zip99671,M,Y,95000,0.0,0,0,0
M,ac406,COLUMBIA_FALLS,MT,zip59912,S,N,55000,6.9,1900,0,0
M,ac860,STAMFORD,CT,zip6922,S,N,30000,5.0,12750,0,0
M,ac410,BALTIMORE,MD,zip21224,M,N,15000,4.75,0,4800,0
F,ac406,BILLINGS,MT,zip59102,M,N,75000,6.9,0,3800,0
M,ac860,HAMDEN,CT,zip6517,S,Y,40000,5.0,12750,0,0
F,ac308,VERDIGRE,NE,zip68783,M,N,85000,6.84,0,206,0
M,ac502,FAIRDALE,KY,zip40118,S,N,95000,6.0,20,0,0
M,ac785,PERU,KS,zip67360,M,N,80000,6.45,0,4500,0
M,ac614,CINCINNATI,OH,zip45270,M,N,90000,3.533564,0,2600,0
M,ac706,ATLANTA,GA,zip31150,M,Y,75000,6.0,0,5400,3000
F,ac574,GROVERTOWN,IN,zip46531,S,Y,80000,3.4,1000,0,1000
F,ac351,BOXBOROUGH,MA,zip1719,S,N,45000,5.3,3575,0,0
F,ac302,REHOBOTH_BEACH,DE,zip19971,M,Y,75000,5.95,0,220,110
F,ac603,GROVETON,NH,zip3582,S,Y,90000,0.0,0,0,0
F,ac276,NELSONIA,VA,zip23414,S,Y,75000,5.75,900,0,900
M,ac208,HAGERMAN,ID,zip83332,S,N,90000,7.8,3300,0,0
F,ac808,KAPOLEI,HI,zip96709,M,N,85000,8.25,0,2080,0
M,ac224,DANFORTH,IL,zip60930,S,Y,85000,3.0,2000,0,2000
M,ac214,RICHMOND,TX,zip77407,M,N,15000,0.0,0,0,0
M,ac307,DIXON,WY,zip82323,M,N,55000,0.0,0,0,0
M,ac808,KAMUELA,HI,zip96743,M,Y,10000,2.8421054,0,2080,1040
M,ac515,HARCOURT,IA,zip50544,M,Y,55000,8.65488,0,80,40
F,ac606,WILLARD,KY,zip41181,S,N,65000,5.4444447,20,0,0
M,ac719,TWO_BUTTES,CO,zip81084,M,N,80000,4.63,0,0,0
M,ac520,PHOENIX,AZ,zip85097,M,Y,15000,2.9475,0,4200,2300
F,ac808,HONOLULU,HI,zip96822,S,Y,100000,8.25,1040,0,1040
F,ac910,LEXINGTON,NC,zip27292,S,N,95000,7.7255244,3300,0,0
F,ac601,LIBERTY,MS,zip39645,M,N,10000,5.0,0,12000,0
M,ac907,ARCTIC_VILLAGE,AK,zip99722,S,Y,50000,0.0,0,0,0
M,ac251,RED_LEVEL,AL,zip36474,M,Y,35000,5.0,0,3000,300
M,ac304,JESSE,WV,zip24849,M,N,70000,6.5,0,4000,0
M,ac302,WILMINGTON,DE,zip19802,M,N,45000,4.9272730000000005,0,220,0
